ID_FundRdCateSuffix2,FundingRd_Cate_Suffix2,Display FundingRd_Cate_Suffix2,Ranking of FundingRd_Cate_Suffix2 in MsAccess,Note_internal,Example,Show item in Dropdown List
1,"extension round","extension round",1,,,1
