ID_FundRdCatePrefix,FundingRd_Cate_Prefix,Display FundingRd_Cate_Prefix,Ranking of FundingRd_Cate_Prefix in MsAccess,Note_internal,Example,Show item in Dropdown List
1,"Pre","Pre",1,,,1
